id,battery_lvl,last_position,city_id,created_at,is_available
665569416177512107,1,POINT(13.0038 55.6050),2,2024-08-03 09:04:54.075497,True
665569416177512108,64,POINT(13.0038 55.6050),2,2024-07-05 12:10:35.463411,True
665569416177512109,25,POINT(13.0038 55.6050),2,2024-07-26 01:50:57.767812,True
665569416177512110,60,POINT(13.0038 55.6050),2,2024-08-31 19:17:53.071322,True
665569416177512111,76,POINT(13.0038 55.6050),2,2024-05-10 23:55:41.034926,True
665569416177512112,63,POINT(13.0038 55.6050),2,2024-10-10 06:53:29.851420,True
665569416177512113,0,POINT(13.0038 55.6050),2,2024-11-12 06:56:21.618508,True
665569416177512114,50,POINT(13.0038 55.6050),2,2024-05-06 12:39:06.466690,True
665569416177512115,27,POINT(13.0038 55.6050),2,2024-09-20 03:42:07.866900,True
665569416177512116,4,POINT(13.0038 55.6050),2,2024-12-29 20:22:40.049248,True
665569416177512117,63,POINT(13.0038 55.6050),2,2024-10-29 01:19:46.737265,True
665569416177512118,80,POINT(13.0038 55.6050),2,2024-01-29 06:50:45.641316,True
665569416177512119,82,POINT(13.0038 55.6050),2,2024-03-15 17:35:46.151448,True
665569416177512120,65,POINT(13.0038 55.6050),2,2024-12-12 17:08:17.945617,True
665569416177512121,73,POINT(13.0038 55.6050),2,2024-12-26 12:05:29.743938,True
665569416177512122,76,POINT(13.0038 55.6050),2,2024-04-17 00:04:28.906670,False
665569416177512123,85,POINT(13.0038 55.6050),2,2024-08-02 19:12:59.375728,True
665569416177512124,53,POINT(13.0038 55.6050),2,2024-11-20 20:18:36.543924,True
665569416177512125,24,POINT(13.0038 55.6050),2,2024-04-19 07:37:28.247208,True
665569416177512126,9,POINT(13.0038 55.6050),2,2024-08-21 15:03:39.796095,True
665569416177512127,55,POINT(13.0038 55.6050),2,2024-11-26 05:40:00.255101,True
665569416177512128,37,POINT(13.0038 55.6050),2,2024-08-29 05:43:08.778905,True
665569416177512129,11,POINT(13.0038 55.6050),2,2024-12-07 14:38:03.375185,True
665569416177512130,25,POINT(13.0038 55.6050),2,2024-07-09 09:31:02.976573,True
665569416177512131,62,POINT(13.0038 55.6050),2,2024-03-24 06:51:58.475300,True
665569416177512132,11,POINT(13.0038 55.6050),2,2024-09-05 18:38:46.927095,False
665569416177512133,58,POINT(13.0038 55.6050),2,2024-10-10 11:38:19.399306,True
665569416177512134,89,POINT(13.0038 55.6050),2,2024-04-17 20:42:21.841672,True
665569416177512135,71,POINT(13.0038 55.6050),2,2024-10-23 20:44:49.106409,True
665569416177512136,60,POINT(13.0038 55.6050),2,2024-04-22 19:23:47.900511,True
665569416177512137,84,POINT(13.0038 55.6050),2,2024-04-27 04:19:46.558817,True
665569416177512138,33,POINT(13.0038 55.6050),2,2024-08-19 22:25:30.610042,True
665569416177512139,34,POINT(13.0038 55.6050),2,2024-02-19 20:32:45.829390,True
665569416177512140,81,POINT(13.0038 55.6050),2,2024-02-29 08:48:35.749272,True
665569416177512141,95,POINT(13.0038 55.6050),2,2024-09-04 14:13:53.198543,True
665569416177512142,26,POINT(13.0038 55.6050),2,2024-10-17 23:18:53.794180,True
665569416177512143,84,POINT(13.0038 55.6050),2,2024-10-02 04:59:39.589042,True
665569416177512144,29,POINT(13.0038 55.6050),2,2024-03-18 06:44:11.134498,True
665569416177512145,72,POINT(13.0038 55.6050),2,2024-10-23 02:47:50.201404,True
665569416177512146,89,POINT(13.0038 55.6050),2,2024-06-18 15:19:38.876672,False
665569416177512147,50,POINT(13.0038 55.6050),2,2024-10-01 04:38:48.430883,True
665569416177512148,33,POINT(13.0038 55.6050),2,2024-05-14 13:24:46.309014,True
665569416177512149,12,POINT(13.0038 55.6050),2,2024-10-02 00:52:20.282396,True
665569416177512150,27,POINT(13.0038 55.6050),2,2024-12-17 18:08:22.980443,True
665569416177512151,28,POINT(13.0038 55.6050),2,2024-12-16 16:41:35.857559,True
665569416177512152,76,POINT(13.0038 55.6050),2,2024-10-07 19:15:55.495750,True
665569416177512153,49,POINT(13.0038 55.6050),2,2024-09-26 22:04:58.172293,True
665569416177512154,88,POINT(13.0038 55.6050),2,2024-02-16 09:21:21.898500,True
665569416177512155,29,POINT(13.0038 55.6050),2,2024-04-17 16:43:52.588631,True
665569416177512156,57,POINT(13.0038 55.6050),2,2024-07-11 05:37:22.299007,True
665569416177512157,97,POINT(13.0038 55.6050),2,2024-04-16 00:02:57.201372,False
665569416177512158,31,POINT(13.0038 55.6050),2,2025-01-07 20:26:03.029238,True
665569416177512159,68,POINT(13.0038 55.6050),2,2024-03-07 03:02:14.029170,True
