id,battery_lvl,last_position,city_id,created_at,is_available
665569542629202774,40,POINT(13.0038 55.6050),1,2024-06-16 23:04:38.478868,True
665569542629202775,97,POINT(13.0038 55.6050),1,2024-03-09 18:53:51.725341,True
665569542629202776,41,POINT(13.0038 55.6050),1,2024-04-27 00:00:20.278104,True
665569542629202777,31,POINT(13.0038 55.6050),1,2024-02-20 02:14:23.891256,True
665569542629202778,8,POINT(13.0038 55.6050),1,2024-04-21 05:38:45.812475,True
665569542629202779,8,POINT(13.0038 55.6050),1,2024-09-14 20:36:04.370084,True
665569542629202780,94,POINT(13.0038 55.6050),1,2024-08-19 09:57:06.838042,True
665569542629202781,45,POINT(13.0038 55.6050),1,2024-11-28 06:42:14.976444,True
665569542629202782,30,POINT(13.0038 55.6050),1,2025-01-05 14:41:20.364138,True
665569542629202783,51,POINT(13.0038 55.6050),1,2024-10-05 10:47:24.459380,True
665569542629202784,40,POINT(13.0038 55.6050),1,2024-01-28 11:36:51.527273,True
665569542629202785,44,POINT(13.0038 55.6050),1,2024-08-29 02:37:03.581090,True
665569542629202786,6,POINT(13.0038 55.6050),1,2024-12-26 04:47:17.618173,False
665569542629202787,81,POINT(13.0038 55.6050),1,2024-09-16 16:43:25.624554,True
665569542629202788,61,POINT(13.0038 55.6050),1,2024-03-11 22:33:56.835663,True
665569542629202789,45,POINT(13.0038 55.6050),1,2024-05-03 14:54:49.796560,True
665569542629202790,34,POINT(13.0038 55.6050),1,2024-05-03 23:00:50.729380,True
665569542629202791,33,POINT(13.0038 55.6050),1,2024-01-13 13:28:57.987215,True
665569542629202792,18,POINT(13.0038 55.6050),1,2024-03-13 06:10:54.923635,True
665569542629202793,51,POINT(13.0038 55.6050),1,2024-01-17 16:08:43.113297,True
665569542629202794,45,POINT(13.0038 55.6050),1,2024-08-28 11:46:49.272961,True
665569542629202795,18,POINT(13.0038 55.6050),1,2024-07-01 17:53:04.658719,True
665569542629202796,38,POINT(13.0038 55.6050),1,2024-12-20 22:02:18.383295,True
665569542629202797,76,POINT(13.0038 55.6050),1,2024-02-07 22:21:20.839773,True
665569542629202798,92,POINT(13.0038 55.6050),1,2024-03-20 20:00:48.208080,True
665569542629202799,82,POINT(13.0038 55.6050),1,2024-04-21 18:35:09.909585,True
665569542629202800,0,POINT(13.0038 55.6050),1,2024-05-09 17:29:48.312252,False
665569542629202801,8,POINT(13.0038 55.6050),1,2024-09-09 02:20:18.467821,True
665569542629202802,72,POINT(13.0038 55.6050),1,2024-03-14 06:51:49.912081,True
665569542629202803,60,POINT(13.0038 55.6050),1,2024-10-27 14:55:57.153903,True
665569542629202804,15,POINT(13.0038 55.6050),1,2024-02-03 09:38:46.171826,True
665569542629202805,17,POINT(13.0038 55.6050),1,2024-02-27 17:56:19.213295,True
665569542629202806,49,POINT(13.0038 55.6050),1,2025-01-02 19:54:15.279958,True
665569542629202807,42,POINT(13.0038 55.6050),1,2024-04-13 00:04:13.826735,True
665569542629202808,75,POINT(13.0038 55.6050),1,2024-02-25 08:04:36.098981,True
665569542629202809,61,POINT(13.0038 55.6050),1,2024-06-17 15:52:49.852777,True
665569542629202810,68,POINT(13.0038 55.6050),1,2024-03-18 05:09:35.907136,True
665569542629202811,12,POINT(13.0038 55.6050),1,2024-08-10 16:09:20.655355,True
665569542629202812,70,POINT(13.0038 55.6050),1,2024-07-10 05:10:23.198944,True
665569542629202813,6,POINT(13.0038 55.6050),1,2024-09-03 00:35:55.978579,True
