id,battery_lvl,last_position,city_id,created_at,is_available
1,45,POINT (13.0678199999999993 55.5778589999999966),3,2024-08-27 16:01:08.744908,false
2,95,POINT (13.0511850000000003 55.5878179999999986),3,2023-12-24 06:24:11.479140,true
3,22,POINT (13.0939770000000006 55.5295800000000028),3,2024-04-21 21:49:43.936231,true
4,39,POINT (12.9415870000000002 55.5707489999999993),3,2024-10-05 19:52:25.545951,true
5,45,POINT (13.0175099999999997 55.6092020000000034),3,2024-10-25 03:00:01.819367,true
6,39,POINT (13.0306060000000006 55.5763140000000035),3,2024-07-26 07:16:40.145032,true
7,86,POINT (13.1079310000000007 55.5366590000000002),3,2024-08-24 12:09:38.085155,true
8,58,POINT (12.9041200000000007 55.5722560000000030),3,2023-12-20 14:08:38.438343,true
9,71,POINT (13.0911259999999992 55.5999020000000002),3,2024-05-25 04:20:11.622194,true
10,60,POINT (12.9881530000000005 55.5993089999999981),3,2024-05-08 11:03:20.249467,true
11,79,POINT (13.0188450000000007 55.6025649999999985),3,2024-08-21 23:25:27.596504,true
12,44,POINT (13.0049530000000004 55.5210250000000016),3,2023-12-31 06:35:42.372795,false
13,72,POINT (13.0213739999999998 55.5555430000000001),3,2024-07-03 09:35:58.776832,false
14,11,POINT (13.0200160000000000 55.5793409999999994),3,2024-10-30 07:55:18.183276,true
15,43,POINT (13.0223049999999994 55.5660829999999990),3,2024-10-24 21:25:51.293658,false
16,9,POINT (12.9844869999999997 55.5843020000000010),3,2024-02-13 12:38:36.810039,true
17,80,POINT (13.1045149999999992 55.5431159999999977),3,2024-04-14 17:04:22.669468,false
18,69,POINT (12.9915090000000006 55.5551040000000000),3,2024-05-20 11:14:09.046745,false
19,51,POINT (12.9621399999999998 55.5661119999999968),3,2024-04-21 05:21:22.138536,true
20,73,POINT (13.0248960000000000 55.5797579999999982),3,2023-12-18 08:02:34.744895,true
21,30,POINT (13.0672409999999992 55.5833689999999976),3,2024-05-30 16:57:45.370676,false
22,1,POINT (13.0937889999999992 55.5993980000000008),3,2024-09-28 13:31:47.665221,false
23,51,POINT (13.0606760000000008 55.5958710000000025),3,2024-06-14 09:24:44.174650,false
24,39,POINT (13.0708540000000006 55.6094259999999991),3,2024-02-08 08:14:18.478355,true
25,35,POINT (12.9184459999999994 55.5543290000000027),3,2024-09-23 04:25:41.868792,false
26,57,POINT (12.9285599999999992 55.5542590000000018),3,2024-05-20 01:27:31.563439,true
27,85,POINT (12.9850139999999996 55.6143920000000023),3,2024-09-05 01:23:21.335017,true
28,99,POINT (12.9377069999999996 55.5562499999999986),3,2024-10-07 07:09:41.093088,false
29,100,POINT (12.9291009999999993 55.5311239999999984),3,2024-10-03 03:25:06.221869,true
30,94,POINT (12.9184830000000002 55.5546750000000031),3,2024-01-31 13:12:23.697261,false
31,65,POINT (12.9294650000000004 55.5810779999999980),3,2024-05-07 21:29:23.104447,false
32,79,POINT (12.9993870000000005 55.6098920000000021),3,2024-07-09 05:16:07.420187,false
