id,battery_lvl,last_position,city_id,created_at,is_available
1199114448646055,95,POINT (12.0731909999999996 57.7577339999999992),1,2024-11-22 20:55:20.986102,True
1199114448646056,23,POINT (11.9248870000000000 57.6443470000000033),1,2024-01-29 00:32:07.396352,False
1199114448646057,10,POINT (11.9194510000000005 57.6756680000000017),1,2024-11-17 09:58:28.214265,True
1199114448646058,73,POINT (11.9519040000000007 57.6504839999999987),1,2024-04-18 12:23:20.295794,True
1199114448646059,75,POINT (11.9012569999999993 57.6584390000000013),1,2024-11-13 03:54:41.023743,True
1199114448646060,1,POINT (11.7669549999999994 57.7242279999999965),1,2024-12-02 10:51:54.660109,True
1199114448646061,56,POINT (12.0092199999999991 57.7229450000000028),1,2024-07-07 22:05:48.912055,True
1199114448646062,58,POINT (12.0015929999999997 57.7143650000000008),1,2024-01-19 19:13:38.607826,True
1199114448646063,63,POINT (11.9283169999999998 57.7490519999999989),1,2025-01-03 21:57:16.466984,True
1199114448646064,99,POINT (11.9427289999999999 57.5663750000000007),1,2024-08-22 09:16:30.094212,False
1199114448646065,14,POINT (11.9861350000000009 57.6865840000000034),1,2024-11-06 09:08:36.340055,True
1199114448646066,5,POINT (12.0451530000000009 57.7350050000000010),1,2024-08-04 18:39:31.584502,True
1199114448646067,5,POINT (11.9927250000000001 57.7097109999999986),1,2024-05-11 10:56:06.200342,True
1199114448646068,75,POINT (11.7564670000000007 57.7439189999999982),1,2024-11-06 21:29:16.789544,False
1199114448646069,75,POINT (11.9740029999999997 57.7346950000000021),1,2024-01-23 09:29:22.375887,True
1199114448646070,78,POINT (11.9723950000000006 57.6899930000000012),1,2024-10-02 00:23:28.617612,False
1199114448646071,49,POINT (11.8463170000000009 57.6610810000000029),1,2024-10-15 17:26:39.906722,True
1199114448646072,86,POINT (12.0340980000000002 57.7452579999999998),1,2024-12-03 22:21:36.344403,True
1199114448646073,22,POINT (11.9353649999999991 57.7075200000000024),1,2024-09-23 15:26:13.237484,True
1199114448646074,9,POINT (11.7739060000000002 57.7275599999999969),1,2024-01-21 06:31:15.252105,True
1199114448646075,92,POINT (12.0487669999999998 57.7387960000000007),1,2024-04-19 21:38:34.370949,True
1199114448646076,41,POINT (11.9349620000000005 57.6943940000000026),1,2024-12-23 19:08:37.378757,True
1199114448646077,67,POINT (11.9471679999999996 57.5620150000000024),1,2024-12-07 02:27:35.906401,True
1199114448646078,56,POINT (12.0151959999999995 57.7683239999999998),1,2024-10-27 02:35:10.756517,True
1199114448646079,15,POINT (11.8096879999999995 57.6976579999999970),1,2024-07-15 00:06:44.335877,False
1199114448646080,65,POINT (11.9368580000000009 57.7483300000000028),1,2024-11-28 09:51:26.094094,True
1199114448646081,47,POINT (11.9051329999999993 57.7187490000000025),1,2024-07-03 12:59:07.185370,True
1199114448646082,42,POINT (12.0331279999999996 57.8210079999999991),1,2024-11-03 09:55:21.078973,True
1199114448646083,40,POINT (12.0734220000000008 57.7480090000000033),1,2024-09-18 21:10:50.059208,False
1199114448646084,38,POINT (11.9285739999999993 57.7507799999999989),1,2024-02-16 02:00:55.266365,False
1199114448646085,10,POINT (11.9867010000000001 57.8115390000000033),1,2024-04-12 11:13:40.384316,True
1199114448646086,56,POINT (11.8536809999999999 57.6679299999999984),1,2024-12-06 15:23:28.095457,True
1199114448646087,20,POINT (11.8850370000000005 57.6743990000000011),1,2024-04-22 05:28:14.354076,True
1199114448646088,87,POINT (11.9784539999999993 57.7239959999999996),1,2024-08-18 18:45:26.558272,True
1199114448646089,51,POINT (11.9117010000000008 57.7016649999999984),1,2024-05-04 07:57:29.214945,True
1199114448646090,1,POINT (11.9315549999999995 57.7492599999999996),1,2024-06-21 06:19:42.023856,True
1199114448646091,53,POINT (11.7970699999999997 57.7387990000000002),1,2024-10-30 08:16:53.205611,True
1199114448646092,73,POINT (12.0418489999999991 57.7728439999999992),1,2024-04-03 00:01:02.610840,True
1199114448646093,3,POINT (12.0639430000000001 57.7760400000000018),1,2024-11-13 01:41:12.923637,True
1199114448646094,29,POINT (12.0106249999999992 57.7495520000000013),1,2024-08-11 11:25:48.829105,True
1199114448646095,32,POINT (11.9429619999999996 57.7112729999999985),1,2024-08-04 17:05:10.354404,True
1199114448646096,78,POINT (11.9265109999999996 57.7480699999999985),1,2024-10-17 10:06:15.744019,True
1199114448646097,17,POINT (12.0261910000000007 57.7270540000000025),1,2024-10-19 10:56:13.596472,True
